Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11917206_1	(1.0, 2.6204142750187174)	(2.0, 1.0648032609599867)	(3.0, 0.5240828550037434)	(4.0, 0.49912652857499373)	(5.0, 0.29115714166874634)	(6.0, 0.39930122285999503)	(7.0, 0.1746942850012478)	(8.0, 0.19965061142999752)	(9.0, 0.07486897928624905)	('>10', 1.7386240745362282)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 92.41327676566009)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917206_2	(1.0, 5.432160385991182)	(2.0, 1.2311787704849846)	(3.0, 0.8984277514349888)	(4.0, 0.5989518342899924)	(5.0, 0.4575326511937443)	(6.0, 0.19965061142999752)	(7.0, 0.11646285666749853)	(8.0, 0.0)	(9.0, 0.07486897928624905)	('>10', 5.107728142417437)	('>50', 0.0)	('>100', 54.113634473005575)	('>500', 31.76940354379835)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917207_1	(1.0, 5.402001259533972)	(2.0, 1.574417465537751)	(3.0, 1.0391155272549155)	(4.0, 0.9376530683647052)	(5.0, 0.8396893149534672)	(6.0, 0.6507592190889371)	(7.0, 0.5388006437618081)	(8.0, 0.4198446574767336)	(9.0, 0.5353019382828353)	('>10', 3.9920229515079417)	('>50', 2.8024630886571966)	('>100', 6.084248827933664)	('>500', 20.019592750682246)	('>1k', 55.16408928696382)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917207_2	(1.0, 11.85361416275978)	(2.0, 2.7569799174305505)	(3.0, 1.7108669792176894)	(4.0, 1.0776012875236163)	(5.0, 0.9621440067175145)	(6.0, 0.46182912322440695)	(7.0, 0.4408368903505703)	(8.0, 0.6437618081309915)	(9.0, 0.4408368903505703)	('>10', 4.282415506262683)	('>50', 10.279196697222028)	('>100', 29.745993982226576)	('>500', 26.9540270100063)	('>1k', 8.389895738576726)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917208_1	(1.0, 9.922530664945125)	(2.0, 2.4015493867010975)	(3.0, 1.355713363460297)	(4.0, 1.0329244673983213)	(5.0, 1.000645577792124)	(6.0, 0.6197546804389928)	(7.0, 0.6778566817301485)	(8.0, 0.6197546804389928)	(9.0, 0.6972240154938669)	('>10', 9.87088444157521)	('>50', 12.408005164622336)	('>100', 31.762427372498387)	('>500', 21.142672692059396)	('>1k', 6.488056810845706)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917208_2	(1.0, 18.102001291155585)	(2.0, 3.7314396384764366)	(3.0, 2.014202711426727)	(4.0, 1.5235635894125241)	(5.0, 1.7107811491284701)	(6.0, 0.8908973531310522)	(7.0, 1.039380245319561)	(8.0, 1.44609425435765)	(9.0, 1.2782440284054228)	('>10', 25.75855390574564)	('>50', 11.31052291801162)	('>100', 31.19431891542931)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917209_1	(1.0, 8.42530376353445)	(2.0, 2.4858127632907423)	(3.0, 1.869581868189256)	(4.0, 1.4065383142429413)	(5.0, 1.3229815827037565)	(6.0, 1.190683424433381)	(7.0, 0.804233541064652)	(8.0, 0.5570448769278975)	(9.0, 0.6893430351982732)	('>10', 13.988789471851826)	('>50', 7.66284858823939)	('>100', 12.66580788914807)	('>500', 2.9384117257946594)	('>1k', 43.99261915538071)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917209_2	(1.0, 17.919437384674303)	(2.0, 3.982870870034467)	(3.0, 2.297810117327577)	(4.0, 1.7129129965532848)	(5.0, 1.2707586254917662)	(6.0, 1.211572607318177)	(7.0, 1.0723113880862027)	(8.0, 1.169794241548585)	(9.0, 1.190683424433381)	('>10', 21.157260731817708)	('>50', 6.075270688994882)	('>100', 33.49232322528984)	('>500', 7.4469936984298295)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917210_1	(1.0, 5.030055817947617)	(2.0, 1.3095749248604551)	(3.0, 0.8823529411764706)	(4.0, 0.626878488621726)	(5.0, 0.55817947617003)	(6.0, 0.6440532417346501)	(7.0, 0.4508372692142551)	(8.0, 0.34349506225848003)	(9.0, 0.34778875053671104)	('>10', 5.613997423787033)	('>50', 1.6251610133104337)	('>100', 11.270931730356375)	('>500', 8.60669815371404)	('>1k', 8.014169171318162)	('>5k', 31.6895663374839)	('>10k+', 22.98626019750966)
SRR11917210_2	(1.0, 9.0167453842851)	(2.0, 1.9922713610991842)	(3.0, 1.4104765993988835)	(4.0, 1.0905968226706741)	(5.0, 0.8587376556462001)	(6.0, 0.579647917561185)	(7.0, 0.5259768140832976)	(8.0, 0.32632030914555604)	(9.0, 0.4250751395448691)	('>10', 7.045942464577072)	('>50', 6.992271361099184)	('>100', 8.870759982825247)	('>500', 14.091884929154144)	('>1k', 46.773293258909405)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917211_1	(1.0, 2.6320882523708145)	(2.0, 0.7547900135475131)	(3.0, 0.609638087865299)	(4.0, 0.46448616218308497)	(5.0, 0.38707180181923745)	(6.0, 0.2903038513644281)	(7.0, 0.2032126959550997)	(8.0, 0.0774143603638475)	(9.0, 0.17418231081865687)	('>10', 10.779949680665764)	('>50', 0.0)	('>100', 0.0)	('>500', 30.646409909038123)	('>1k', 52.98045287400813)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917211_2	(1.0, 5.3222372750145155)	(2.0, 1.1999225856396363)	(3.0, 1.0160634797754984)	(4.0, 0.5031933423650087)	(5.0, 1.2579833559125218)	(6.0, 1.219276175730598)	(7.0, 0.4741629572285659)	(8.0, 1.0838010450938649)	(9.0, 0.609638087865299)	('>10', 2.8933617185988)	('>50', 8.77685310625121)	('>100', 70.74704857751112)	('>500', 4.896458293013354)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917212_1	(1.0, 41.66666666666667)	(2.0, 33.33333333333333)	(3.0, 25.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917212_2	(1.0, 66.66666666666666)	(2.0, 33.33333333333333)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917213_1	(1.0, 3.34102648642708)	(2.0, 1.1319925266512803)	(3.0, 0.7583250906693043)	(4.0, 0.7253544345532476)	(5.0, 0.35718210792394767)	(6.0, 0.5275304978569073)	(7.0, 0.23079459281239698)	(8.0, 0.35168699857127156)	(9.0, 0.2472799208704253)	('>10', 7.764589515331355)	('>50', 5.0884712605780855)	('>100', 16.99087811847456)	('>500', 29.777997582151883)	('>1k', 32.70689086712826)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917213_2	(1.0, 6.006154522474997)	(2.0, 1.7364545554456534)	(3.0, 1.3682822288163534)	(4.0, 1.2309044949994505)	(5.0, 0.8242664029014177)	(6.0, 1.2199142762940982)	(7.0, 0.6539180129684581)	(8.0, 0.83525662160677)	(9.0, 0.44510385756676557)	('>10', 16.908451478184418)	('>50', 10.825365424771952)	('>100', 46.10396746895263)	('>500', 2.884932410154962)	('>1k', 8.957028244862073)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917214_1	(1.0, 86.66666666666667)	(2.0, 13.333333333333334)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917214_2	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917215_1	(1.0, 8.879603029511623)	(2.0, 4.909898145729956)	(3.0, 4.544267432750066)	(4.0, 2.9250457038391224)	(5.0, 3.786889527291721)	(6.0, 3.1339775398276313)	(7.0, 3.2906764168190126)	(8.0, 2.507182031862105)	(9.0, 2.585531470357796)	('>10', 37.99947767041003)	('>50', 7.312614259597806)	('>100', 18.124836772003132)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917215_2	(1.0, 17.08017759206059)	(2.0, 10.916688430399581)	(3.0, 7.834943849569079)	(4.0, 7.41708017759206)	(5.0, 6.7902846696265335)	(6.0, 5.171062940715592)	(7.0, 3.656307129798903)	(8.0, 3.1339775398276313)	(9.0, 3.9958213632802297)	('>10', 30.869678767302165)	('>50', 3.1339775398276313)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917216_1	(1.0, 5.089097725055205)	(2.0, 1.6638422431058386)	(3.0, 1.0321984285934371)	(4.0, 0.472449031993016)	(5.0, 0.41082524521131825)	(6.0, 0.40055461408103527)	(7.0, 0.2516304626919324)	(8.0, 0.24649514712679096)	(9.0, 0.2310892004313665)	('>10', 4.683407795409028)	('>50', 4.714219688799877)	('>100', 7.091870795460381)	('>500', 4.051763980896626)	('>1k', 69.66055564114416)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917216_2	(1.0, 9.854670569506496)	(2.0, 2.290350742053099)	(3.0, 1.247881682329379)	(4.0, 0.698402916859241)	(5.0, 0.667591023468392)	(6.0, 0.30811893390848866)	(7.0, 0.5032609253838648)	(8.0, 0.6162378678169773)	(9.0, 0.27730704051763977)	('>10', 5.546140810352796)	('>50', 2.7576644584809737)	('>100', 46.649206593745184)	('>500', 22.4464643352334)	('>1k', 6.136702100344066)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917217_1	(1.0, 10.196936542669583)	(2.0, 2.6841721371261853)	(3.0, 1.7067833698030634)	(4.0, 1.6338439095550692)	(5.0, 1.312910284463895)	(6.0, 0.6564551422319475)	(7.0, 0.8679795769511306)	(8.0, 0.7585703865791393)	(9.0, 0.5251641137855579)	('>10', 24.26695842450766)	('>50', 8.898614150255288)	('>100', 29.576951130561635)	('>500', 16.91466083150985)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917217_2	(1.0, 16.338439095550694)	(2.0, 4.113785557986871)	(3.0, 4.026258205689278)	(4.0, 3.3552151714077314)	(5.0, 3.099927060539752)	(6.0, 2.669584245076586)	(7.0, 2.603938730853392)	(8.0, 2.2757111597374178)	(9.0, 2.3632385120350112)	('>10', 26.49161196207148)	('>50', 15.018234865062)	('>100', 10.320933625091175)	('>500', 0.0)	('>1k', 7.323121808898614)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917218_1	(1.0, 8.534024082889948)	(2.0, 1.9602352282273874)	(3.0, 1.4071688602632315)	(4.0, 1.1201344161299356)	(5.0, 1.365163819658359)	(6.0, 1.0501260151218146)	(7.0, 1.4701764211705404)	(8.0, 1.4561747409689163)	(9.0, 1.3861663399607953)	('>10', 27.485298235788296)	('>50', 8.457014841781014)	('>100', 14.85578269392327)	('>500', 10.78129375525063)	('>1k', 18.671240548865864)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917218_2	(1.0, 19.679361523382806)	(2.0, 6.216746009521143)	(3.0, 4.0954914589750775)	(4.0, 4.17250070008401)	(5.0, 3.7804536544385328)	(6.0, 2.3942873144777375)	(7.0, 1.6171940632875945)	(8.0, 1.792215065807897)	(9.0, 2.3942873144777375)	('>10', 19.280313637636517)	('>50', 9.04508541024923)	('>100', 21.611593391206945)	('>500', 3.9204704564547748)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917219_1	(1.0, 8.684557128745473)	(2.0, 2.206124464932499)	(3.0, 1.6792887718142906)	(4.0, 1.6134343101745143)	(5.0, 1.1524530786960816)	(6.0, 1.2347711557458019)	(7.0, 0.8067171550872572)	(8.0, 0.658544616397761)	(9.0, 0.8149489627922292)	('>10', 21.904840302930523)	('>50', 10.347382285149818)	('>100', 0.0)	('>500', 7.474481396114586)	('>1k', 41.422456371419166)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917219_2	(1.0, 17.048073756997038)	(2.0, 4.790912084293711)	(3.0, 3.827790582811986)	(4.0, 3.4902864669081333)	(5.0, 3.0457688508396443)	(6.0, 2.5189331577214356)	(7.0, 2.304906157392163)	(8.0, 1.7122160026341784)	(9.0, 1.481725386894962)	('>10', 13.220283174185052)	('>50', 2.8975963121501485)	('>100', 36.99374382614422)	('>500', 6.66776424102733)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917220_1	(1.0, 11.834924965893588)	(2.0, 3.069577080491132)	(3.0, 1.125511596180082)	(4.0, 0.9549795361527967)	(5.0, 1.1368804001819008)	(6.0, 0.34106412005457026)	(7.0, 0.5570713960891314)	(8.0, 0.18190086402910413)	(9.0, 0.6139154160982265)	('>10', 8.401546157344248)	('>50', 12.789904502046385)	('>100', 52.546612096407465)	('>500', 6.446111869031378)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917220_2	(1.0, 22.146430195543427)	(2.0, 3.365165984538426)	(3.0, 2.660300136425648)	(4.0, 2.3192360163710775)	(5.0, 2.2737608003638017)	(6.0, 1.7053206002728514)	(7.0, 1.2733060482037288)	(8.0, 1.455206912232833)	(9.0, 1.330150068212824)	('>10', 39.39290586630286)	('>50', 17.405638926784903)	('>100', 4.672578444747613)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917221_1	(1.0, 3.1609775802868105)	(2.0, 0.989699050696829)	(3.0, 0.48475055544334483)	(4.0, 0.20197939810139365)	(5.0, 0.10098969905069682)	(6.0, 0.1817814582912543)	(7.0, 0.14138557867097556)	(8.0, 0.4039587962027873)	(9.0, 0.09089072914562715)	('>10', 5.928095334275904)	('>50', 4.6556251262371235)	('>100', 29.0143405372652)	('>500', 14.178953746717834)	('>1k', 40.46657240961422)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917221_2	(1.0, 6.402746919814178)	(2.0, 1.1512825691779438)	(3.0, 0.8180165623106442)	(4.0, 0.7271258331650172)	(5.0, 0.5554433447788326)	(6.0, 0.3635629165825086)	(7.0, 0.8483134720258533)	(8.0, 0.48475055544334483)	(9.0, 0.5453443748737629)	('>10', 14.532417693395274)	('>50', 13.69420319127449)	('>100', 54.67582306604726)	('>500', 5.200969501110887)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917222_1	(1.0, 43.24324324324324)	(2.0, 21.62162162162162)	(3.0, 24.324324324324326)	(4.0, 10.81081081081081)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917222_2	(1.0, 75.67567567567568)	(2.0, 16.216216216216218)	(3.0, 8.108108108108109)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917223_1	(1.0, 4.403432086773515)	(2.0, 1.2303707301278939)	(3.0, 1.5541525012141815)	(4.0, 0.7770762506070907)	(5.0, 1.1332361988020074)	(6.0, 0.7770762506070907)	(7.0, 0.3399708596406022)	(8.0, 0.7770762506070907)	(9.0, 0.0)	('>10', 6.4432572446171275)	('>50', 2.1369596891694997)	('>100', 48.76153472559495)	('>500', 14.019750688036265)	('>1k', 17.646106524202686)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917223_2	(1.0, 8.903998704872915)	(2.0, 3.561599481949166)	(3.0, 1.7969888295288974)	(4.0, 2.0074469807349846)	(5.0, 1.6998542982030111)	(6.0, 1.165614375910636)	(7.0, 1.0199125789218066)	(8.0, 0.9065889590416061)	(9.0, 0.7285089849441476)	('>10', 23.44180022664724)	('>50', 14.893961469969241)	('>100', 39.87372510927635)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917224_1	(1.0, 7.160032059845044)	(2.0, 2.5915041410633184)	(3.0, 2.3644135720010686)	(4.0, 1.7098584023510555)	(5.0, 1.8701576275714666)	(6.0, 1.7632914774245259)	(7.0, 1.68314186481432)	(8.0, 1.0686615014694094)	(9.0, 2.4044883783061715)	('>10', 22.829281325140265)	('>50', 7.480630510285867)	('>100', 27.17071867485974)	('>500', 19.903820464867753)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917224_2	(1.0, 13.785733368955382)	(2.0, 7.453913972749132)	(3.0, 6.051295752070532)	(4.0, 4.060913705583756)	(5.0, 3.4063585359337427)	(6.0, 3.686882180069463)	(7.0, 1.8701576275714666)	(8.0, 1.6029922522041145)	(9.0, 1.4426930269837028)	('>10', 24.312049158429065)	('>50', 16.631044616617686)	('>100', 15.695965802831955)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917225_1	(1.0, 42.857142857142854)	(2.0, 7.142857142857142)	(3.0, 21.428571428571427)	(4.0, 28.57142857142857)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917225_2	(1.0, 67.85714285714286)	(2.0, 21.428571428571427)	(3.0, 10.714285714285714)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917226_1	(1.0, 3.747784249177007)	(2.0, 1.1142061281337048)	(3.0, 0.7292985565966068)	(4.0, 0.6887819701190174)	(5.0, 0.4558115978728792)	(6.0, 0.6685236768802229)	(7.0, 0.2836161053431248)	(8.0, 0.607748797163839)	(9.0, 0.5013927576601671)	('>10', 5.616611800455812)	('>50', 5.940744492276526)	('>100', 19.726513041276274)	('>500', 20.79513800962269)	('>1k', 39.12382881742214)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917226_2	(1.0, 8.731324385920486)	(2.0, 2.441124335274753)	(3.0, 2.0055710306406684)	(4.0, 1.1749810078500886)	(5.0, 0.8863003291972652)	(6.0, 0.9420106356039505)	(7.0, 0.9217523423651557)	(8.0, 0.8913649025069639)	(9.0, 1.0027855153203342)	('>10', 16.566219296024308)	('>50', 9.526462395543176)	('>100', 43.661686502912126)	('>500', 2.947581666244619)	('>1k', 8.300835654596101)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917227_1	(1.0, 9.668428640076886)	(2.0, 2.6141278231619416)	(3.0, 1.2974531475252282)	(4.0, 1.0379625180201826)	(5.0, 0.6246996636232581)	(6.0, 0.6343104276790005)	(7.0, 0.13455069678039405)	(8.0, 0.3844305622296973)	(9.0, 0.25949062950504564)	('>10', 8.197981739548293)	('>50', 7.554060547813552)	('>100', 17.94329649207112)	('>500', 6.60259490629505)	('>1k', 43.04661220567035)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917227_2	(1.0, 14.637193656895722)	(2.0, 3.3637674195098515)	(3.0, 1.9317635752042286)	(4.0, 1.3455069678039404)	(5.0, 1.3935607880826526)	(6.0, 1.268620855358001)	(7.0, 1.3455069678039404)	(8.0, 1.8452666987025468)	(9.0, 0.7784718885151369)	('>10', 17.366650648726573)	('>50', 7.707832772705431)	('>100', 41.13407015857761)	('>500', 5.881787602114368)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917228_1	(1.0, 6.670038566099766)	(2.0, 1.6817348422583298)	(3.0, 1.574255547828286)	(4.0, 1.0368590756780678)	(5.0, 1.106404501485743)	(6.0, 0.9104128469368401)	(7.0, 0.8408674211291649)	(8.0, 0.7080988809508757)	(9.0, 0.68280963520263)	('>10', 6.638427008914459)	('>50', 3.2433457672124932)	('>100', 9.843838907504583)	('>500', 0.0)	('>1k', 65.06290699879877)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917228_2	(1.0, 12.031358664727824)	(2.0, 3.211734210027186)	(3.0, 2.029461971296706)	(4.0, 1.3909085161535057)	(5.0, 1.106404501485743)	(6.0, 0.796611241069735)	(7.0, 0.7080988809508757)	(8.0, 0.7080988809508757)	(9.0, 0.5121072264019725)	('>10', 8.78169058607827)	('>50', 3.812353796548018)	('>100', 32.16159828033129)	('>500', 24.15755200101157)	('>1k', 8.592021242966428)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917229_1	(1.0, 6.512118018967334)	(2.0, 2.6835265191429576)	(3.0, 1.5384615384615385)	(4.0, 0.8991921320688444)	(5.0, 0.7376185458377239)	(6.0, 0.9694415173867229)	(7.0, 0.3442219880576045)	(8.0, 0.2809975412715139)	(9.0, 0.44257112750263433)	('>10', 3.2033719704952586)	('>50', 1.187214611872146)	('>100', 1.5314365999297506)	('>500', 6.491043203371971)	('>1k', 73.178784685634)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917229_2	(1.0, 12.546540217773094)	(2.0, 2.5430277485072006)	(3.0, 1.517386722866175)	(4.0, 0.7867931155602389)	(5.0, 0.3512469265893923)	(6.0, 0.547945205479452)	(7.0, 0.2950474183350896)	(8.0, 0.16859852476290835)	(9.0, 0.12644889357218123)	('>10', 2.943449244819108)	('>50', 1.36986301369863)	('>100', 67.39023533544082)	('>500', 9.413417632595715)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917230_1	(1.0, 5.520325745944864)	(2.0, 1.9758360590080768)	(3.0, 1.5619785061077365)	(4.0, 1.2015219277751819)	(5.0, 0.8343902276216542)	(6.0, 1.001268273145985)	(7.0, 1.027968760429878)	(8.0, 0.8010146185167879)	(9.0, 1.2015219277751819)	('>10', 13.036512916360724)	('>50', 2.0225619117548894)	('>100', 0.0)	('>500', 0.0)	('>1k', 69.81509912555904)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917231_1	(1.0, 3.023543990086741)	(2.0, 0.7187112763320942)	(3.0, 0.5204460966542751)	(4.0, 0.1982651796778191)	(5.0, 0.5576208178438662)	(6.0, 0.37174721189591076)	(7.0, 0.08674101610904585)	(8.0, 0.6939281288723668)	(9.0, 0.22304832713754646)	('>10', 6.332094175960347)	('>50', 5.315985130111525)	('>100', 24.175960346964064)	('>500', 24.79553903345725)	('>1k', 32.98636926889715)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917231_2	(1.0, 6.1090458488228006)	(2.0, 1.5117719950433706)	(3.0, 0.8550185873605948)	(4.0, 1.0408921933085502)	(5.0, 0.6195786864931847)	(6.0, 0.37174721189591076)	(7.0, 1.127633209417596)	(8.0, 1.090458488228005)	(9.0, 0.44609665427509293)	('>10', 19.93804213135068)	('>50', 16.790582403965303)	('>100', 41.71003717472119)	('>500', 8.389095415117719)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917232_1	(1.0, 64.51612903225806)	(2.0, 19.35483870967742)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 16.129032258064516)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917232_2	(1.0, 87.09677419354838)	(2.0, 12.903225806451612)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917233_1	(1.0, 6.442214308837811)	(2.0, 1.7481385561670444)	(3.0, 1.4567821301392037)	(4.0, 0.5179669796050502)	(5.0, 0.809323405632891)	(6.0, 1.165425704111363)	(7.0, 0.22661055357720947)	(8.0, 0.7769504694075753)	(9.0, 1.4567821301392037)	('>10', 10.780187763030106)	('>50', 2.330851408222726)	('>100', 34.47717707996115)	('>500', 37.81158951116866)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917233_2	(1.0, 11.49239235998705)	(2.0, 3.949498219488508)	(3.0, 2.0394949821948853)	(4.0, 2.7193266429265135)	(5.0, 0.9711880867594691)	(6.0, 1.7481385561670444)	(7.0, 2.0394949821948853)	(8.0, 1.0359339592101005)	(9.0, 0.5827128520556815)	('>10', 17.8051149239236)	('>50', 14.30883781158951)	('>100', 24.53868565878925)	('>500', 16.7691809647135)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917234_1	(1.0, 3.815646656090841)	(2.0, 1.7199632629205979)	(3.0, 1.1271603907489354)	(4.0, 0.7347415880437506)	(5.0, 0.542706854805043)	(6.0, 0.6011522083994323)	(7.0, 0.17533606078316774)	(8.0, 0.46756282875511396)	(9.0, 0.2254320781497871)	('>10', 5.710945979794606)	('>50', 4.709025632462219)	('>100', 1.1605577356600152)	('>500', 13.834850129414711)	('>1k', 65.17491859397178)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917234_2	(1.0, 7.647991984637222)	(2.0, 2.387910161142189)	(3.0, 1.2524004341654837)	(4.0, 0.8683309676880688)	(5.0, 0.5009601736661935)	(6.0, 0.701344243132671)	(7.0, 0.9351256575102279)	(8.0, 0.7347415880437506)	(9.0, 0.4508641562995742)	('>10', 7.080237121148869)	('>50', 0.4759121649828839)	('>100', 38.983050847457626)	('>500', 28.963847374133756)	('>1k', 9.017283125991483)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917235_1	(1.0, 2.618230260798278)	(2.0, 1.127222421478711)	(3.0, 0.7531895270789568)	(4.0, 0.5123738279448685)	(5.0, 0.48675513654762514)	(6.0, 0.3074242967669211)	(7.0, 0.4303940154736896)	(8.0, 0.4918788748270738)	(9.0, 0.1844545780601527)	('>10', 3.7864425885125783)	('>50', 1.1528411128759544)	('>100', 4.831685197520111)	('>500', 16.10903315058667)	('>1k', 67.20807501152841)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917235_2	(1.0, 6.245836962647948)	(2.0, 1.9367730696316032)	(3.0, 1.1528411128759544)	(4.0, 0.9222728903007635)	(5.0, 0.6404672849310857)	(6.0, 0.6148485935338422)	(7.0, 0.3227955116052672)	(8.0, 0.3279192498847159)	(9.0, 0.276681867090229)	('>10', 3.78131885023313)	('>50', 6.676230978121637)	('>100', 50.6840190603064)	('>500', 19.716144899318543)	('>1k', 6.7018496695188805)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917236_1	(1.0, 89.47368421052632)	(2.0, 10.526315789473683)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
