Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11917176_2	(1.0, 8.334025068481779)	(2.0, 2.0752054453390887)	(3.0, 1.3945380592678676)	(4.0, 1.0016324949503335)	(5.0, 0.6917351484463629)	(6.0, 0.5312525940068067)	(7.0, 0.5035831880689522)	(8.0, 0.27669405937854513)	(9.0, 0.2739271187847597)	('>10', 2.4542763066876954)	('>50', 3.0547024155391385)	('>100', 10.727428682106195)	('>500', 20.3314794831355)	('>1k', 48.34951993580698)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917177_1	(1.0, 5.852527105021846)	(2.0, 1.8879119693618858)	(3.0, 1.3431145153460273)	(4.0, 0.7120125141593397)	(5.0, 0.40455256486326124)	(6.0, 0.5501914882140353)	(7.0, 0.3020659150979017)	(8.0, 0.3020659150979017)	(9.0, 0.24273153891795674)	('>10', 4.55795889745941)	('>50', 3.3227250660769188)	('>100', 9.428771778413076)	('>500', 25.740331193699767)	('>1k', 45.35303953827067)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917177_2	(1.0, 17.68703813582178)	(2.0, 3.2472085873024437)	(3.0, 1.5696639516694537)	(4.0, 1.0356545660499488)	(5.0, 0.9169858136900587)	(6.0, 0.48546307783591347)	(7.0, 0.22654943632342628)	(8.0, 0.2589136415124872)	(9.0, 0.1941852311343654)	('>10', 5.394034198176816)	('>50', 13.787151410539945)	('>100', 52.47855871406225)	('>500', 2.7185932358811153)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917178_1	(1.0, 6.569449507838134)	(2.0, 1.7936565803864384)	(3.0, 1.203062340503099)	(4.0, 0.8457892818082392)	(5.0, 0.4921618665694495)	(6.0, 0.5905942398833395)	(7.0, 0.6635071090047393)	(8.0, 0.37914691943127965)	(9.0, 0.5249726576740794)	('>10', 9.19066715275246)	('>50', 4.750273423259205)	('>100', 26.846518410499453)	('>500', 15.705432008749545)	('>1k', 30.44476850164054)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917178_2	(1.0, 15.100255195041926)	(2.0, 3.1352533722201965)	(3.0, 1.9358366751731682)	(4.0, 1.6478308421436383)	(5.0, 1.4764855997083486)	(6.0, 1.4655486693401385)	(7.0, 0.5869485964272695)	(8.0, 1.079110462996719)	(9.0, 0.9187021509296391)	('>10', 19.5260663507109)	('>50', 8.352169157856363)	('>100', 42.697776157491795)	('>500', 2.078016769959898)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917179_1	(1.0, 5.810973771480253)	(2.0, 1.9445281881217968)	(3.0, 1.2435936086825445)	(4.0, 1.025022610792885)	(5.0, 0.5652698221284294)	(6.0, 0.5426590292432921)	(7.0, 0.791377750979801)	(8.0, 0.7838408200180885)	(9.0, 0.6104914078987037)	('>10', 5.584865842628881)	('>50', 3.62526379258366)	('>100', 9.564365390413023)	('>500', 24.71359662345493)	('>1k', 43.19415134157371)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917179_2	(1.0, 19.57340970756708)	(2.0, 3.723243895085921)	(3.0, 2.102803738317757)	(4.0, 1.5073861923424783)	(5.0, 1.2059089538739824)	(6.0, 0.5878806150135665)	(7.0, 0.8441362677117878)	(8.0, 0.6029544769369912)	(9.0, 0.8139885438649382)	('>10', 8.328308712692193)	('>50', 11.418450406994273)	('>100', 44.68646367199277)	('>500', 4.60506481760627)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917180_1	(1.0, 3.644646924829157)	(2.0, 0.5694760820045558)	(3.0, 1.0250569476082005)	(4.0, 1.1389521640091116)	(5.0, 0.8542141230068337)	(6.0, 0.683371298405467)	(7.0, 0.3986332574031891)	(8.0, 0.0)	(9.0, 0.5125284738041003)	('>10', 1.1958997722095672)	('>50', 12.471526195899772)	('>100', 77.50569476082005)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917180_2	(1.0, 7.34624145785877)	(2.0, 1.7084282460136675)	(3.0, 0.3416856492027335)	(4.0, 0.45558086560364464)	(5.0, 0.0)	(6.0, 0.3416856492027335)	(7.0, 0.3986332574031891)	(8.0, 1.366742596810934)	(9.0, 0.0)	('>10', 43.052391799544424)	('>50', 32.289293849658314)	('>100', 12.699316628701595)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917181_1	(1.0, 8.444913606311461)	(2.0, 2.2445691427301515)	(3.0, 1.4834157453191843)	(4.0, 1.2222901272292905)	(5.0, 1.000055558642147)	(6.0, 0.7333740763375742)	(7.0, 0.8167120395577533)	(8.0, 0.6667037057614311)	(9.0, 0.5500305572531807)	('>10', 16.495360853380745)	('>50', 11.061725651425078)	('>100', 5.328073781876771)	('>500', 14.09522751263959)	('>1k', 35.85754764153564)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917181_2	(1.0, 16.30090560586699)	(2.0, 4.133562975720873)	(3.0, 2.283460192232902)	(4.0, 1.7334296349797211)	(5.0, 2.0556697594310793)	(6.0, 1.9334407467081502)	(7.0, 1.6334240791155066)	(8.0, 1.555641980110006)	(9.0, 1.2000666703705762)	('>10', 19.451080615589756)	('>50', 5.666981498972165)	('>100', 38.98549919439969)	('>500', 3.0668370465025836)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917182_1	(1.0, 44.18604651162791)	(2.0, 18.6046511627907)	(3.0, 6.976744186046512)	(4.0, 18.6046511627907)	(5.0, 11.627906976744185)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917182_2	(1.0, 74.4186046511628)	(2.0, 18.6046511627907)	(3.0, 6.976744186046512)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917183_1	(1.0, 12.82051282051282)	(2.0, 7.6923076923076925)	(3.0, 5.769230769230769)	(4.0, 1.282051282051282)	(5.0, 3.205128205128205)	(6.0, 1.9230769230769231)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 67.3076923076923)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917183_2	(1.0, 20.51282051282051)	(2.0, 10.256410256410255)	(3.0, 9.615384615384617)	(4.0, 7.6923076923076925)	(5.0, 14.423076923076922)	(6.0, 11.538461538461538)	(7.0, 4.487179487179487)	(8.0, 2.564102564102564)	(9.0, 0.0)	('>10', 18.91025641025641)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917184_1	(1.0, 3.0693950177935942)	(2.0, 0.9608540925266904)	(3.0, 0.7339857651245552)	(4.0, 0.6049822064056939)	(5.0, 0.33362989323843417)	(6.0, 0.45373665480427045)	(7.0, 0.18683274021352314)	(8.0, 0.2491103202846975)	(9.0, 0.3202846975088968)	('>10', 4.555160142348755)	('>50', 3.0026690391459074)	('>100', 8.233985765124554)	('>500', 5.9163701067615655)	('>1k', 71.37900355871885)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917184_2	(1.0, 6.2144128113879)	(2.0, 2.0284697508896796)	(3.0, 1.2277580071174377)	(4.0, 1.103202846975089)	(5.0, 0.6227758007117438)	(6.0, 0.7473309608540926)	(7.0, 0.7784697508896797)	(8.0, 0.7829181494661922)	(9.0, 0.6405693950177936)	('>10', 6.410142348754448)	('>50', 5.2313167259786475)	('>100', 39.24822064056939)	('>500', 19.101423487544483)	('>1k', 15.862989323843415)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917185_1	(1.0, 7.9111111111111105)	(2.0, 2.0444444444444447)	(3.0, 1.4666666666666666)	(4.0, 0.8888888888888888)	(5.0, 0.8888888888888888)	(6.0, 0.26666666666666666)	(7.0, 0.6222222222222222)	(8.0, 0.0)	(9.0, 0.0)	('>10', 10.533333333333333)	('>50', 21.288888888888888)	('>100', 54.08888888888889)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917185_2	(1.0, 14.31111111111111)	(2.0, 2.4)	(3.0, 1.2)	(4.0, 1.9555555555555555)	(5.0, 0.8888888888888888)	(6.0, 1.866666666666667)	(7.0, 3.111111111111111)	(8.0, 2.1333333333333333)	(9.0, 2.0)	('>10', 57.42222222222222)	('>50', 7.733333333333333)	('>100', 4.977777777777778)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917186_1	(1.0, 5.5862437633642195)	(2.0, 1.5324305060584462)	(3.0, 0.8553100498930863)	(4.0, 0.534568781183179)	(5.0, 0.7573057733428368)	(6.0, 0.481111903064861)	(7.0, 0.4365645046329294)	(8.0, 0.9265858873841768)	(9.0, 0.3207412687099074)	('>10', 6.601924447612259)	('>50', 0.5167498218104063)	('>100', 35.71810406272274)	('>500', 24.777263007840343)	('>1k', 20.95509622238061)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917186_2	(1.0, 9.568781183178903)	(2.0, 2.5837491090520315)	(3.0, 1.416607270135424)	(4.0, 0.9978617248752674)	(5.0, 0.6682109764789737)	(6.0, 0.6949394155381327)	(7.0, 0.8107626514611548)	(8.0, 0.14255167498218105)	(9.0, 0.2405559515324305)	('>10', 14.495723449750534)	('>50', 17.542765502494653)	('>100', 50.83749109052032)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917187_1	(1.0, 8.342361863488625)	(2.0, 3.358613217768147)	(3.0, 3.4940411700975083)	(4.0, 4.333694474539545)	(5.0, 2.4377031419284942)	(6.0, 2.600216684723727)	(7.0, 2.275189599133261)	(8.0, 1.9501625135427951)	(9.0, 0.9750812567713976)	('>10', 22.833152762730226)	('>50', 6.256771397616467)	('>100', 26.327193932827736)	('>500', 14.81581798483207)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917187_2	(1.0, 17.497291440953415)	(2.0, 8.613217768147345)	(3.0, 4.6316359696641385)	(4.0, 5.417118093174431)	(5.0, 4.604550379198267)	(6.0, 3.087757313109426)	(7.0, 2.654387865655471)	(8.0, 1.5167930660888407)	(9.0, 0.9750812567713976)	('>10', 22.806067172264356)	('>50', 23.564463705308775)	('>100', 4.6316359696641385)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917188_1	(1.0, 4.300853573048534)	(2.0, 1.4432394540431321)	(3.0, 1.0143911591274586)	(4.0, 0.6762607727516391)	(5.0, 0.5566780751309225)	(6.0, 0.34637746897035177)	(7.0, 0.28864789080862646)	(8.0, 0.1649416518906437)	(9.0, 0.07422374335078966)	('>10', 2.9442084862479896)	('>50', 0.9071790853985403)	('>100', 9.038802523607274)	('>500', 2.993690981815183)	('>1k', 75.25050513380891)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917188_2	(1.0, 12.993278627685456)	(2.0, 2.779266834357346)	(3.0, 1.4721042431239948)	(4.0, 0.7917199290750897)	(5.0, 0.3505010102676178)	(6.0, 0.2968949734031586)	(7.0, 0.28864789080862646)	(8.0, 0.23091831264690116)	(9.0, 0.18555935837697415)	('>10', 2.5772133107913078)	('>50', 4.795678528720465)	('>100', 61.16448806234794)	('>500', 12.073728918395117)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917189_1	(1.0, 5.1066676577715)	(2.0, 1.5163903961941574)	(3.0, 1.3156916672861072)	(4.0, 1.4271909611239129)	(5.0, 0.5574964691890285)	(6.0, 0.5351966104214673)	(7.0, 0.2601650189548799)	(8.0, 0.23786516018731882)	(9.0, 0.40139745781610053)	('>10', 5.8871627146361405)	('>50', 0.958893927005129)	('>100', 1.6427562625436705)	('>500', 0.0)	('>1k', 80.15312569687059)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917189_2	(1.0, 21.49706385192894)	(2.0, 4.281572883371738)	(3.0, 2.3191853118263586)	(4.0, 1.397457816100498)	(5.0, 1.2264922322158627)	(6.0, 0.5797963279565896)	(7.0, 0.46829703411878393)	(8.0, 0.3567977402809782)	(9.0, 0.7358953393295176)	('>10', 4.645803909908571)	('>50', 0.0)	('>100', 46.88916970192522)	('>500', 15.602467851036945)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917190_1	(1.0, 3.5323159784560145)	(2.0, 1.3195691202872533)	(3.0, 1.1983842010771992)	(4.0, 0.8976660682226212)	(5.0, 0.5385996409335727)	(6.0, 0.6463195691202872)	(7.0, 0.4712746858168761)	(8.0, 0.5026929982046678)	(9.0, 0.24236983842010773)	('>10', 4.268402154398563)	('>50', 0.5610412926391383)	('>100', 1.279174147217235)	('>500', 0.0)	('>1k', 29.640933572710953)	('>5k', 54.901256732495504)	('>10k+', 0.0)
SRR11917190_2	(1.0, 12.809694793536805)	(2.0, 2.96229802513465)	(3.0, 1.7908438061041292)	(4.0, 0.9694793536804309)	(5.0, 0.6283662477558348)	(6.0, 0.7271095152603231)	(7.0, 0.5341113105924596)	(8.0, 0.6104129263913823)	(9.0, 0.4039497307001795)	('>10', 2.8052064631956912)	('>50', 0.0)	('>100', 14.416517055655294)	('>500', 32.18132854578097)	('>1k', 29.160682226211847)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917191_1	(1.0, 18.128654970760234)	(2.0, 14.035087719298245)	(3.0, 5.263157894736842)	(4.0, 7.017543859649122)	(5.0, 2.923976608187134)	(6.0, 3.508771929824561)	(7.0, 4.093567251461988)	(8.0, 0.0)	(9.0, 0.0)	('>10', 45.02923976608187)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917191_2	(1.0, 36.25730994152047)	(2.0, 18.71345029239766)	(3.0, 12.280701754385964)	(4.0, 7.017543859649122)	(5.0, 11.695906432748536)	(6.0, 7.017543859649122)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 7.017543859649122)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917192_1	(1.0, 4.230876996357523)	(2.0, 1.8305781264593257)	(3.0, 1.3729335948444943)	(4.0, 0.7471747454936023)	(5.0, 1.1674605398337536)	(6.0, 0.44830484729616144)	(7.0, 0.653777902306902)	(8.0, 0.22415242364808072)	(9.0, 0.4202857943401513)	('>10', 2.2135051835247967)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 86.6909498458952)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917192_2	(1.0, 16.12963481834314)	(2.0, 3.23153077425983)	(3.0, 1.5130288596245447)	(4.0, 0.8218922200429626)	(5.0, 0.6070794807135519)	(6.0, 0.2801905295601009)	(7.0, 0.5884001120762118)	(8.0, 0.37358737274680115)	(9.0, 0.336228635472121)	('>10', 5.473055010740637)	('>50', 2.867283085831699)	('>100', 48.725133090501544)	('>500', 19.05295601008686)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917193_1	(1.0, 6.915245273039799)	(2.0, 3.0411212481819385)	(3.0, 1.5470051566838556)	(4.0, 1.2693375644585483)	(5.0, 1.2561152981621049)	(6.0, 1.2693375644585483)	(7.0, 0.7404469126008199)	(8.0, 0.5288906518577284)	(9.0, 0.3570011900039667)	('>10', 2.075895808541584)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 80.9996033320111)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917193_2	(1.0, 18.378950152056063)	(2.0, 4.310458812640486)	(3.0, 1.507338357794526)	(4.0, 1.1106703689012296)	(5.0, 0.7933359777865925)	(6.0, 0.5553351844506148)	(7.0, 0.18511172815020496)	(8.0, 0.5288906518577284)	(9.0, 0.3570011900039667)	('>10', 5.236017453391511)	('>50', 4.65423773634801)	('>100', 54.0394023535634)	('>500', 8.343250033055666)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917194_1	(1.0, 3.8391520692584655)	(2.0, 1.1731866175816175)	(3.0, 0.8980945831142036)	(4.0, 0.9223674096848578)	(5.0, 0.5056838868886282)	(6.0, 0.6068206642663538)	(7.0, 0.33981957198915813)	(8.0, 0.323637687608722)	(9.0, 0.5097293579837372)	('>10', 5.4452040940167485)	('>50', 1.5372790161414296)	('>100', 0.0)	('>500', 0.0)	('>1k', 34.22063999352724)	('>5k', 49.67838504793883)	('>10k+', 0.0)
SRR11917194_2	(1.0, 11.456774141348761)	(2.0, 2.9531938994295888)	(3.0, 1.8083255795137345)	(4.0, 1.1489137910109632)	(5.0, 0.8495489299728953)	(6.0, 0.7039119705489704)	(7.0, 0.7079574416440794)	(8.0, 0.42072899389133867)	(9.0, 0.3276831587038311)	('>10', 4.292244831910676)	('>50', 0.21440996804077836)	('>100', 8.75844492091104)	('>500', 28.34257049233383)	('>1k', 38.01529188073951)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917195_1	(1.0, 41.843971631205676)	(2.0, 5.673758865248227)	(3.0, 4.25531914893617)	(4.0, 8.51063829787234)	(5.0, 7.092198581560284)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 12.76595744680851)	('>10', 19.858156028368796)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917195_2	(1.0, 57.446808510638306)	(2.0, 18.439716312056735)	(3.0, 12.76595744680851)	(4.0, 2.8368794326241136)	(5.0, 3.546099290780142)	(6.0, 0.0)	(7.0, 4.964539007092199)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917196_1	(1.0, 7.452269712176271)	(2.0, 2.018803714598835)	(3.0, 1.0209378785256966)	(4.0, 0.807521485839534)	(5.0, 0.5191209551825575)	(6.0, 0.4845128915037204)	(7.0, 0.5248889657956971)	(8.0, 0.3691526792409298)	(9.0, 0.3633846686277903)	('>10', 3.7838149622195303)	('>50', 7.642614062409875)	('>100', 14.644978946761261)	('>500', 26.39441656572648)	('>1k', 33.97358251139182)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917196_2	(1.0, 15.850493164907423)	(2.0, 2.3418123089346485)	(3.0, 1.1766741650804637)	(4.0, 0.9690257830074408)	(5.0, 0.5479610082482551)	(6.0, 0.4845128915037204)	(7.0, 0.6056411143796504)	(8.0, 0.6460171886716272)	(9.0, 0.6748572417373249)	('>10', 10.780411835957779)	('>50', 9.990194381957663)	('>100', 55.932398915614)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917197_1	(1.0, 6.8907913969513475)	(2.0, 1.7400988376139765)	(3.0, 1.3781582793902694)	(4.0, 1.030138511867474)	(5.0, 0.5916336047887519)	(6.0, 0.5429108373355607)	(7.0, 0.48722767453191335)	(8.0, 0.222732651214589)	(9.0, 0.06264355815410315)	('>10', 5.735365768775667)	('>50', 2.979049209995128)	('>100', 9.702791118535533)	('>500', 0.0)	('>1k', 68.63645855084569)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917197_2	(1.0, 15.229345026797523)	(2.0, 2.6449502331732444)	(3.0, 1.6078513259553142)	(4.0, 1.1415048374747685)	(5.0, 0.8004454653024292)	(6.0, 0.8352474420547087)	(7.0, 0.6333959768914874)	(8.0, 0.6125147908401197)	(9.0, 0.6264355815410315)	('>10', 9.493979258021856)	('>50', 0.3758613489246189)	('>100', 46.85738149926916)	('>500', 19.141087213753742)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917198_1	(1.0, 3.885921075305876)	(2.0, 1.404445976219197)	(3.0, 1.1244184042736516)	(4.0, 0.8271583663622264)	(5.0, 0.5600551438910908)	(6.0, 0.6462174737204893)	(7.0, 0.6031363088057901)	(8.0, 0.5169739789763915)	(9.0, 0.31018438738583487)	('>10', 5.010339479579528)	('>50', 2.8261244184042735)	('>100', 4.782009305531622)	('>500', 3.1966224366706877)	('>1k', 46.717215233499914)	('>5k', 27.589178011373427)	('>10k+', 0.0)
SRR11917198_2	(1.0, 15.397208340513528)	(2.0, 3.2655523005342064)	(3.0, 2.1195933138032053)	(4.0, 1.1373427537480614)	(5.0, 0.9262450456660348)	(6.0, 0.8013096674134069)	(7.0, 0.6031363088057901)	(8.0, 0.4135791831811132)	(9.0, 0.31018438738583487)	('>10', 7.414268481819748)	('>50', 5.152507323798035)	('>100', 25.835774599345168)	('>500', 25.56867137687403)	('>1k', 11.054626917111838)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917199_1	(1.0, 7.241543592186756)	(2.0, 2.1200571700809907)	(3.0, 2.3225345402572652)	(4.0, 1.3339685564554549)	(5.0, 1.0719390185802762)	(6.0, 1.2148642210576466)	(7.0, 0.5836112434492615)	(8.0, 0.9528346831824679)	(9.0, 0.3215817055740829)	('>10', 3.2515483563601713)	('>50', 1.6793711291090994)	('>100', 0.0)	('>500', 0.0)	('>1k', 77.90614578370652)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917199_2	(1.0, 12.255836112434492)	(2.0, 3.001429252024774)	(3.0, 1.2863268222963316)	(4.0, 0.7622677465459743)	(5.0, 0.6550738446879466)	(6.0, 0.6431634111481658)	(7.0, 0.6669842782277274)	(8.0, 0.38113387327298714)	(9.0, 0.10719390185802763)	('>10', 7.455931395902811)	('>50', 0.8694616484040019)	('>100', 62.57741781800858)	('>500', 9.337779895188184)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917200_1	(1.0, 6.780857069540672)	(2.0, 2.6045676161149602)	(3.0, 1.6551193225558123)	(4.0, 1.5909674108288425)	(5.0, 1.1226584552219656)	(6.0, 1.2317167051578137)	(7.0, 0.7634077495509367)	(8.0, 0.5645368231973312)	(9.0, 0.9815242494226328)	('>10', 7.4031306132922765)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 75.30151398511676)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917200_2	(1.0, 14.26738516807801)	(2.0, 4.05440082114447)	(3.0, 2.655889145496536)	(4.0, 1.6936104695919936)	(5.0, 1.1547344110854503)	(6.0, 1.308698999230177)	(7.0, 0.6735950731331793)	(8.0, 0.8211444701052092)	(9.0, 0.5196304849884527)	('>10', 6.094431614062099)	('>50', 2.1426738516807804)	('>100', 30.23479599692071)	('>500', 25.179625352835515)	('>1k', 9.199384141647421)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917201_1	(1.0, 2.5302114803625377)	(2.0, 0.6608761329305135)	(3.0, 0.5098187311178248)	(4.0, 0.22658610271903326)	(5.0, 0.28323262839879154)	(6.0, 0.28323262839879154)	(7.0, 0.06608761329305136)	(8.0, 0.22658610271903326)	(9.0, 0.16993957703927492)	('>10', 3.663141993957704)	('>50', 4.11631419939577)	('>100', 16.27643504531722)	('>500', 5.35309667673716)	('>1k', 65.6344410876133)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917201_2	(1.0, 5.032099697885196)	(2.0, 0.8685800604229608)	(3.0, 0.4814954682779456)	(4.0, 0.3776435045317221)	(5.0, 0.5192598187311178)	(6.0, 0.5098187311178248)	(7.0, 0.6608761329305135)	(8.0, 0.4531722054380665)	(9.0, 0.2549093655589124)	('>10', 9.705438066465257)	('>50', 9.998111782477341)	('>100', 60.14916918429003)	('>500', 10.989425981873111)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917202_1	(1.0, 1.447841726618705)	(2.0, 0.7823741007194244)	(3.0, 0.5800359712230215)	(4.0, 0.45863309352517984)	(5.0, 0.40467625899280574)	(6.0, 0.29676258992805754)	(7.0, 0.15737410071942445)	(8.0, 0.1798561151079137)	(9.0, 0.10116906474820143)	('>10', 2.965377697841727)	('>50', 0.822841726618705)	('>100', 7.079586330935252)	('>500', 0.0)	('>1k', 0.0)	('>5k', 59.494154676258994)	('>10k+', 25.229316546762593)
SRR11917202_2	(1.0, 3.7972122302158273)	(2.0, 1.2140287769784173)	(3.0, 0.70818345323741)	(4.0, 0.5845323741007195)	(5.0, 0.3597122302158274)	(6.0, 0.24280575539568344)	(7.0, 0.22032374100719423)	(8.0, 0.23381294964028776)	(9.0, 0.08093525179856115)	('>10', 6.031924460431655)	('>50', 3.3498201438848922)	('>100', 0.798111510791367)	('>500', 6.558003597122303)	('>1k', 75.82059352517986)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917203_1	(1.0, 3.8778529163144544)	(2.0, 1.2890955198647505)	(3.0, 0.5071851225697379)	(4.0, 0.591715976331361)	(5.0, 0.422654268808115)	(6.0, 0.25359256128486896)	(7.0, 0.7396449704142012)	(8.0, 0.25359256128486896)	(9.0, 0.5705832628909552)	('>10', 8.780642434488588)	('>50', 5.726965342349958)	('>100', 11.306001690617075)	('>500', 42.48732037193575)	('>1k', 23.19315300084531)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917203_2	(1.0, 7.544378698224852)	(2.0, 2.3245984784446323)	(3.0, 1.8385460693153)	(4.0, 1.7751479289940828)	(5.0, 1.2151310228233305)	(6.0, 0.9509721048182587)	(7.0, 1.1094674556213018)	(8.0, 1.521555367709214)	(9.0, 1.1411665257819104)	('>10', 14.074387151310228)	('>50', 17.730346576500423)	('>100', 48.77430262045647)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917204_1	(1.0, 29.770992366412212)	(2.0, 12.213740458015266)	(3.0, 4.580152671755725)	(4.0, 9.16030534351145)	(5.0, 3.816793893129771)	(6.0, 13.740458015267176)	(7.0, 10.687022900763358)	(8.0, 0.0)	(9.0, 0.0)	('>10', 16.030534351145036)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917204_2	(1.0, 53.43511450381679)	(2.0, 24.427480916030532)	(3.0, 9.16030534351145)	(4.0, 9.16030534351145)	(5.0, 3.816793893129771)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917205_1	(1.0, 3.3642847530614994)	(2.0, 1.3457139012245996)	(3.0, 0.8477997577714977)	(4.0, 0.9689140088817118)	(5.0, 0.5382855604898399)	(6.0, 0.3229713362939039)	(7.0, 0.3767998923428879)	(8.0, 0.5382855604898399)	(9.0, 0.12111425111021397)	('>10', 1.9378280177634235)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 89.63800296057059)	('>5k', 0.0)	('>10k+', 0.0)
SRR11917205_2	(1.0, 7.078455120441395)	(2.0, 1.9378280177634235)	(3.0, 1.3726281792490918)	(4.0, 0.6997712286367918)	(5.0, 0.13457139012245997)	(6.0, 0.3229713362939039)	(7.0, 0.18839994617144395)	(8.0, 0.0)	(9.0, 0.3633427533306419)	('>10', 5.598169829094334)	('>50', 0.0)	('>100', 74.21612165253667)	('>500', 8.087740546359843)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
